
Residuals from Base Run #3 (Convergent Run)

Base_Run,Date_Time,SO4,NO3,Cl,Na,NH4,K,Ca,OC,EC,Si,Sb,Fe,Zn,Mg,Al,PM25
3,04/26/18,-2.107000E-001,4.490000E-001,-2.153000E-001,2.159000E+000,-6.407000E-001,-3.118000E-002,9.839000E+000,1.999000E+001,1.114000E+001,-1.980000E-001,-2.298000E+000,-1.211000E-001,4.610000E-001,-3.506000E-001,8.246000E-003,-2.651000E+000
3,04/27/18,-1.615000E-001,-4.183000E-002,-1.493000E-001,3.519000E-001,3.426000E-001,2.923000E+000,7.743000E+000,6.131000E+000,4.362000E+000,3.250000E-001,-2.027000E+000,3.178000E-001,1.319000E-001,-2.281000E-001,8.501000E-001,3.415000E-001
3,04/28/18,-2.783000E-001,-8.521000E-002,-7.914000E-001,4.384000E+000,1.179000E+000,5.336000E+000,3.206000E+000,2.184000E+001,2.713000E+000,-4.593000E-001,-1.379000E+000,2.802000E+000,2.139000E+000,-2.046000E+000,8.050000E-001,-4.483000E+001
3,04/29/18,-7.882000E-001,5.345000E-001,-6.101000E-002,3.332000E-001,1.186000E+000,3.132000E-001,5.557000E-001,7.411000E+000,-8.798000E-001,1.943000E-001,-1.838000E+000,-3.143000E-001,-1.546000E-001,-1.340000E-001,1.274000E+000,2.450000E+000
3,04/30/18,-5.337000E-002,3.551000E-001,-3.971000E-001,1.536000E+000,-2.754000E-001,2.389000E-001,7.103000E+000,2.139000E+001,-2.052000E-001,1.524000E+000,-1.646000E+000,2.768000E-001,-6.872000E-001,-3.699000E-001,-3.625000E-003,-1.627000E+001
3,05/02/18,-1.526000E-001,9.267000E-001,1.975000E-001,-6.065000E-001,-6.283000E-001,-7.325000E-001,2.863000E+000,1.030000E+001,-5.944000E-001,5.992000E+000,-1.469000E+000,5.457000E-002,1.196000E-001,1.502000E-001,-5.999000E-002,3.198000E+001
3,05/03/18,-2.958000E-001,-2.418000E-002,7.908000E-003,-1.129000E-002,2.023000E-001,-8.666000E-002,1.893000E+000,6.482000E+000,-6.228000E-001,1.263000E-001,-2.044000E+000,7.772000E-001,-1.543000E-001,-6.314000E-002,4.303000E-001,1.032000E+001
3,05/04/18,2.966000E-001,-2.357000E-001,9.275000E-001,1.722000E+000,-1.516000E-001,1.472000E+000,-3.863000E-001,2.987000E+000,1.419000E+000,1.011000E+001,6.028000E-001,2.768000E-001,-2.341000E-002,-1.170000E-001,1.670000E+000,-1.505000E+000
3,05/05/18,3.511000E-001,-3.859000E-001,-1.456000E-001,1.422000E+000,9.374000E-001,8.143000E-001,5.610000E-003,3.946000E+000,1.175000E+001,7.334000E-001,-1.669000E+000,-4.964000E-001,-1.690000E-001,-2.002000E-001,-1.566000E-001,-5.751000E+000
3,05/06/18,3.419000E-001,-2.348000E-001,-9.390000E-002,6.664000E-001,6.345000E-001,2.192000E+000,-1.511000E+000,5.436000E-001,2.254000E+000,-1.133000E+000,2.289000E+000,6.165000E-001,-2.552000E-001,-1.756000E-001,-3.842000E-001,8.448000E-001
3,05/07/18,9.008000E-001,-7.273000E-002,5.438000E-001,2.464000E-001,-5.463000E-001,2.083000E+000,-2.147000E+000,8.669000E+000,3.559000E-001,6.243000E-001,5.638000E+000,6.955000E-001,3.726000E-001,-2.324000E-001,-5.935000E-001,-6.313000E+000
3,05/08/18,2.348000E-001,1.048000E-001,-1.493000E-001,-2.460000E-001,5.535000E-001,2.772000E-002,-7.475000E-001,-3.972000E+000,1.952000E+001,-1.707000E+000,3.279000E+000,2.393000E-001,4.838000E-001,-3.164000E-001,3.335000E-001,1.167000E+000
3,05/09/18,-1.844000E+000,9.868000E-001,-2.040000E-001,1.435000E+000,5.971000E-001,-4.403000E-001,-8.263000E+000,1.675000E+000,1.101000E+001,-1.806000E+000,7.517000E+000,1.131000E+000,1.532000E+000,2.196000E+000,-2.429000E-001,1.575000E+001
3,05/11/18,-1.640000E-001,5.779000E-003,-8.159000E+000,-2.766000E+001,1.516000E-001,2.167000E+001,-1.205000E+002,-2.816000E-001,2.963000E+000,-8.950000E+001,2.500000E+002,-9.046000E-001,1.932000E+001,-4.762000E+000,1.087000E+001,-1.724000E+002
3,05/12/18,3.404000E-002,-4.021000E-001,1.313000E-001,1.214000E+000,1.287000E+000,2.822000E-001,-7.555000E-001,5.347000E+000,5.178000E+000,-2.161000E+000,-3.037000E-001,-4.472000E-003,1.697000E-001,1.707000E-001,-9.145000E-001,3.295000E+001
