
Residuals from Base Run #8 (Convergent Run)

Base_Run,Date_Time,SO4,NO3,Cl,Na,NH4,K,Ca,OC,EC,Si,Sb,Fe,Zn,Mg,Al,PM25
8,04/26/18,-1.709000E-001,4.232000E-001,-2.210000E-001,2.266000E+000,-6.115000E-001,-5.930000E-003,1.072000E+001,2.076000E+001,1.038000E+001,5.348000E-001,-2.542000E+000,1.800000E-002,4.945000E-001,-3.332000E-001,8.501000E-002,-2.000000E+000
8,04/27/18,-2.462000E-002,-1.655000E-001,-1.929000E-001,5.077000E-001,4.259000E-001,2.765000E+000,9.066000E+000,6.881000E+000,2.920000E+000,1.362000E+000,-2.439000E+000,8.528000E-002,2.035000E-001,-2.006000E-001,9.949000E-001,1.986000E+000
8,04/28/18,-1.727000E-001,-2.345000E-001,-9.479000E-001,4.539000E+000,1.245000E+000,4.903000E+000,6.646000E+000,2.160000E+001,1.904000E-001,1.979000E+000,-1.798000E+000,2.384000E+000,2.119000E+000,-2.329000E+000,9.874000E-001,-5.441000E+001
8,04/29/18,-7.564000E-001,5.945000E-001,-7.624000E-002,3.283000E-001,1.172000E+000,6.526000E-002,7.720000E-001,7.623000E+000,-6.917000E-001,4.586000E-001,-1.689000E+000,-5.290000E-002,-2.071000E-001,-1.870000E-001,1.054000E+000,-2.720000E+000
8,04/30/18,5.780000E-002,1.866000E-001,-4.428000E-001,1.704000E+000,-1.953000E-001,4.349000E-001,9.258000E+000,2.166000E+001,-2.417000E+000,2.931000E+000,-2.352000E+000,-1.420000E-001,-5.814000E-001,-3.686000E-001,2.254000E-001,-1.147000E+001
8,05/02/18,-8.210000E-003,1.002000E+000,2.430000E-001,-6.466000E-001,-6.421000E-001,-7.324000E-001,2.775000E+000,1.047000E+001,-5.675000E-001,5.790000E+000,-1.667000E+000,3.597000E-001,1.275000E-001,1.603000E-001,-6.434000E-002,3.475000E+001
8,05/03/18,-2.989000E-001,-1.963000E-002,-2.271000E-002,2.877000E-002,2.081000E-001,-2.552000E-001,2.427000E+000,6.791000E+000,-8.504000E-001,6.288000E-001,-2.007000E+000,8.896000E-001,-1.818000E-001,-1.039000E-001,4.313000E-001,6.064000E+000
8,05/04/18,3.136000E-001,-1.035000E-001,8.960000E-001,1.696000E+000,-2.060000E-001,9.681000E-001,-4.301000E-001,2.929000E+000,2.211000E+000,1.016000E+001,9.187000E-001,7.209000E-001,-6.379000E-002,-1.393000E-001,1.611000E+000,-2.662000E+000
8,05/05/18,1.851000E-001,-2.986000E-001,-1.136000E-001,1.425000E+000,8.761000E-001,6.327000E-001,2.348000E-001,3.922000E+000,1.221000E+001,9.591000E-001,-1.447000E+000,-1.262000E-001,-2.043000E-001,-2.299000E-001,-1.888000E-001,-7.339000E+000
8,05/06/18,3.011000E-001,-1.969000E-001,-6.652000E-002,6.718000E-001,6.168000E-001,1.894000E+000,-1.508000E+000,8.746000E-001,2.248000E+000,-1.158000E+000,2.175000E+000,8.671000E-001,-2.496000E-001,-1.599000E-001,-3.826000E-001,2.192000E+000
8,05/07/18,1.008000E+000,-6.163000E-002,5.582000E-001,2.045000E-001,-5.333000E-001,1.872000E+000,-2.439000E+000,9.041000E+000,-7.722000E-003,2.281000E-001,5.220000E+000,8.294000E-001,3.920000E-001,-2.099000E-001,-5.860000E-001,-3.766000E+000
8,05/08/18,-3.665000E-001,1.305000E-001,-1.188000E-001,-2.451000E-001,4.651000E-001,4.241000E-002,-1.077000E+000,-3.472000E+000,1.960000E+001,-2.025000E+000,3.080000E+000,6.717000E-001,4.688000E-001,-2.997000E-001,3.087000E-001,1.689000E+000
8,05/09/18,-1.214000E+000,6.269000E-001,-4.745000E-001,1.205000E+000,8.484000E-001,-1.593000E-001,-8.783000E+000,2.879000E+000,6.511000E+000,-3.252000E+000,4.813000E+000,1.714000E-001,1.565000E+000,2.104000E+000,-1.440000E-001,1.066000E+001
8,05/12/18,4.344000E-003,-3.684000E-001,1.027000E-001,1.211000E+000,1.255000E+000,-4.451000E-002,4.918000E-001,4.948000E+000,4.623000E+000,-1.382000E+000,-3.853000E-001,1.294000E-001,1.247000E-001,5.304000E-002,-1.065000E+000,2.853000E+001
8,05/13/18,-6.113000E-002,3.695000E-001,2.361000E-001,-9.725000E-001,-2.101000E-001,-6.466000E-001,-5.014000E+000,1.132000E+001,1.220000E+001,-1.154000E+000,3.530000E+000,-5.919000E-001,9.909000E-002,3.169000E+000,-1.153000E+000,6.475000E+001
8,05/15/18,-1.417000E-001,5.518000E-001,-1.811000E-001,1.316000E+000,-1.623000E-001,-9.010000E-001,3.034000E+000,5.390000E+000,9.951000E+000,-3.007000E+000,-8.095000E-001,-1.770000E-001,-1.360000E-001,3.374000E+000,-2.327000E+000,5.914000E+000
